player_id,full_name,nhl_player_id,capwages_nhlid,cap_hit_M,season,contract_type,cap_quality,cap_note,source_url,fetched_at
43,Hampus Lindholm,8476854,8476854,6.5000,2023-24,Standard Contract (Extension),ok,,https://capwages.com/players/hampus-lindholm,2026-08-08T18:53:41.068777+00:00
43,Hampus Lindholm,8476854,8476854,6.5000,2024-25,Standard Contract (Extension),ok,,https://capwages.com/players/hampus-lindholm,2026-08-08T18:53:41.068777+00:00
43,Hampus Lindholm,8476854,8476854,6.5000,2025-26,Standard Contract (Extension),ok,,https://capwages.com/players/hampus-lindholm,2026-08-08T18:53:41.068777+00:00
44,Mason Lohrei,8482511,8482511,0.9250,2023-24,Entry-Level Contract,ok,,https://capwages.com/players/mason-lohrei,2026-08-08T18:53:41.068777+00:00
44,Mason Lohrei,8482511,8482511,0.9250,2024-25,Entry-Level Contract,ok,,https://capwages.com/players/mason-lohrei,2026-08-08T18:53:41.068777+00:00
44,Mason Lohrei,8482511,8482511,3.2000,2025-26,Standard Contract (Extension),ok,,https://capwages.com/players/mason-lohrei,2026-08-08T18:53:41.068777+00:00
45,Charlie McAvoy,8479325,8479325,9.5000,2023-24,Standard Contract (Extension),ok,,https://capwages.com/players/charlie-mcavoy,2026-08-08T18:53:41.068777+00:00
45,Charlie McAvoy,8479325,8479325,9.5000,2024-25,Standard Contract (Extension),ok,,https://capwages.com/players/charlie-mcavoy,2026-08-08T18:53:41.068777+00:00
45,Charlie McAvoy,8479325,8479325,9.5000,2025-26,Standard Contract (Extension),ok,,https://capwages.com/players/charlie-mcavoy,2026-08-08T18:53:41.068777+00:00
46,Andrew Peeke,8479369,8479369,2.7500,2023-24,Standard Contract (Extension),ok,,https://capwages.com/players/andrew-peeke,2026-08-08T18:53:41.068777+00:00
46,Andrew Peeke,8479369,8479369,2.7500,2024-25,Standard Contract (Extension),ok,,https://capwages.com/players/andrew-peeke,2026-08-08T18:53:41.068777+00:00
46,Andrew Peeke,8479369,8479369,2.7500,2025-26,Standard Contract (Extension),ok,,https://capwages.com/players/andrew-peeke,2026-08-08T18:53:41.068777+00:00
47,Nikita Zadorov,8477507,8477507,3.7500,2023-24,Standard Contract,ok,,https://capwages.com/players/nikita-zadorov,2026-08-08T18:53:41.068777+00:00
47,Nikita Zadorov,8477507,8477507,5.0000,2024-25,Standard Contract,ok,,https://capwages.com/players/nikita-zadorov,2026-08-08T18:53:41.068777+00:00
47,Nikita Zadorov,8477507,8477507,5.0000,2025-26,Standard Contract,ok,,https://capwages.com/players/nikita-zadorov,2026-08-08T18:53:41.068777+00:00
48,Zach Benson,8484145,8484145,0.9500,2023-24,Entry-Level Contract,ok,,https://capwages.com/players/zach-benson,2026-08-08T18:53:41.068777+00:00
48,Zach Benson,8484145,8484145,0.9500,2024-25,Entry-Level Contract,ok,,https://capwages.com/players/zach-benson,2026-08-08T18:53:41.068777+00:00
48,Zach Benson,8484145,8484145,0.9500,2025-26,Entry-Level Contract,ok,,https://capwages.com/players/zach-benson,2026-08-08T18:53:41.068777+00:00
49,Sam Carrick,8475842,8475842,0.8500,2023-24,Standard Contract,ok,,https://capwages.com/players/sam-carrick,2026-08-08T18:53:41.068777+00:00
49,Sam Carrick,8475842,8475842,1.0000,2024-25,Standard Contract,ok,,https://capwages.com/players/sam-carrick,2026-08-08T18:53:41.068777+00:00
49,Sam Carrick,8475842,8475842,1.0000,2025-26,Standard Contract,ok,,https://capwages.com/players/sam-carrick,2026-08-08T18:53:41.068777+00:00
50,Justin Danforth,8479941,8479941,0.9750,2023-24,Standard Contract (Extension),ok,,https://capwages.com/players/justin-danforth,2026-08-08T18:53:41.068777+00:00
50,Justin Danforth,8479941,8479941,1.1000,2024-25,Standard Contract (Extension),ok,,https://capwages.com/players/justin-danforth,2026-08-08T18:53:41.068777+00:00
50,Justin Danforth,8479941,8479941,1.8000,2025-26,Standard Contract,ok,,https://capwages.com/players/justin-danforth,2026-08-08T18:53:41.068777+00:00
51,Josh Doan,8482659,8482659,0.9250,2023-24,Entry-Level Contract,ok,,https://capwages.com/players/josh-doan,2026-08-08T18:53:41.068777+00:00
51,Josh Doan,8482659,8482659,0.9250,2024-25,Entry-Level Contract,ok,,https://capwages.com/players/josh-doan,2026-08-08T18:53:41.068777+00:00
51,Josh Doan,8482659,8482659,0.9250,2025-26,Entry-Level Contract,ok,,https://capwages.com/players/josh-doan,2026-08-08T18:53:41.068777+00:00
52,Josh Dunne,8482623,8482623,,2023-24,,low,did not play this season,https://capwages.com/players/josh-dunne,2026-08-08T18:53:41.068777+00:00
52,Josh Dunne,8482623,8482623,0.7750,2024-25,Two-Way Contract ,ok,,https://capwages.com/players/josh-dunne,2026-08-08T18:53:41.068777+00:00
52,Josh Dunne,8482623,8482623,0.7750,2025-26,Two-Way Contract ,ok,,https://capwages.com/players/josh-dunne,2026-08-08T18:53:41.068777+00:00
53,Jordan Greenway,8478413,8478413,3.0000,2023-24,Standard Contract (Extension),ok,,https://capwages.com/players/jordan-greenway,2026-08-08T18:53:41.068777+00:00
53,Jordan Greenway,8478413,8478413,3.0000,2024-25,Standard Contract (Extension),ok,,https://capwages.com/players/jordan-greenway,2026-08-08T18:53:41.068777+00:00
53,Jordan Greenway,8478413,8478413,4.0000,2025-26,Standard Contract (Extension),ok,,https://capwages.com/players/jordan-greenway,2026-08-08T18:53:41.068777+00:00
54,Konsta Helenius,8484797,8484797,,2023-24,,low,no 2023-24 detail,https://capwages.com/players/konsta-helenius,2026-08-08T18:53:41.068777+00:00
54,Konsta Helenius,8484797,8484797,,2024-25,,low,did not play this season,https://capwages.com/players/konsta-helenius,2026-08-08T18:53:41.068777+00:00
54,Konsta Helenius,8484797,8484797,0.9425,2025-26,Entry-Level Contract,ok,,https://capwages.com/players/konsta-helenius,2026-08-08T18:53:41.068777+00:00
55,Tyson Kozak,8482896,8482896,,2023-24,,low,did not play this season,https://capwages.com/players/tyson-kozak,2026-08-08T18:53:41.068777+00:00
55,Tyson Kozak,8482896,8482896,0.8500,2024-25,Entry-Level Contract,ok,,https://capwages.com/players/tyson-kozak,2026-08-08T18:53:41.068777+00:00
55,Tyson Kozak,8482896,8482896,0.8250,2025-26,Two-Way Contract (Extension),ok,,https://capwages.com/players/tyson-kozak,2026-08-08T18:53:41.068777+00:00
56,Peyton Krebs,8481522,8481522,0.8633,2023-24,Entry-Level Contract,ok,,https://capwages.com/players/peyton-krebs,2026-08-08T18:53:41.068777+00:00
56,Peyton Krebs,8481522,8481522,1.4500,2024-25,Two-Way Contract ,ok,,https://capwages.com/players/peyton-krebs,2026-08-08T18:53:41.068777+00:00
56,Peyton Krebs,8481522,8481522,1.4500,2025-26,Two-Way Contract ,ok,,https://capwages.com/players/peyton-krebs,2026-08-08T18:53:41.068777+00:00
57,Jiri Kulich,8483468,8483468,0.9183,2023-24,Entry-Level Contract,ok,,https://capwages.com/players/jiri-kulich,2026-08-08T18:53:41.068777+00:00
57,Jiri Kulich,8483468,8483468,0.8867,2024-25,Entry-Level Contract,ok,,https://capwages.com/players/jiri-kulich,2026-08-08T18:53:41.068777+00:00
57,Jiri Kulich,8483468,8483468,0.8867,2025-26,Entry-Level Contract,ok,,https://capwages.com/players/jiri-kulich,2026-08-08T18:53:41.068777+00:00
58,Beck Malenstyn,8479359,8479359,0.7625,2023-24,Standard Contract (Extension),ok,,https://capwages.com/players/beck-malenstyn,2026-08-08T18:53:41.068777+00:00
