game_date,season,game_type,visitor_team,visitor_code,visitor_goals,home_team,home_code,home_goals,overtime,attendance,game_length,neutral_site,venue_note,in_window,fetch_date
2023-12-12,20232024,regular,Tampa Bay Lightning,TB,1,Vancouver Canucks,VAN,4,,18771,2:22,0,,1,2026-08-08
2023-12-12,20232024,regular,Calgary Flames,CGY,4,Vegas Golden Knights,VEG,5,OT,17814,2:30,0,,1,2026-08-08
2023-12-13,20232024,regular,Buffalo Sabres,BUF,1,Colorado Avalanche,COL,5,,18034,2:32,0,,1,2026-08-08
2023-12-13,20232024,regular,Winnipeg Jets,WPG,5,Los Angeles Kings,LA,2,,18145,2:23,0,,1,2026-08-08
2023-12-13,20232024,regular,Pittsburgh Penguins,PIT,4,Montreal Canadiens,MON,3,SO,21105,2:50,0,,1,2026-08-08
2023-12-13,20232024,regular,Boston Bruins,BOS,1,New Jersey Devils,NJ,2,OT,16514,2:33,0,,1,2026-08-08
2023-12-13,20232024,regular,Anaheim Ducks,ANA,3,New York Islanders,NYI,4,,14207,2:34,0,,1,2026-08-08
2023-12-14,20232024,regular,Carolina Hurricanes,CAR,2,Detroit Red Wings,DET,1,,19515,2:24,0,,1,2026-08-08
2023-12-14,20232024,regular,Tampa Bay Lightning,TB,7,Edmonton Oilers,EDM,4,,18060,2:35,0,,1,2026-08-08
2023-12-14,20232024,regular,Calgary Flames,CGY,2,Minnesota Wild,MIN,3,SO,18167,2:44,0,,1,2026-08-08
2023-12-14,20232024,regular,Washington Capitals,WAS,3,Philadelphia Flyers,PHI,4,SO,18557,2:43,0,,1,2026-08-08
2023-12-14,20232024,regular,Chicago Blackhawks,CHI,1,Seattle Kraken,SEA,7,,17151,2:19,0,,1,2026-08-08
2023-12-14,20232024,regular,Ottawa Senators,OTT,2,St. Louis Blues,STL,4,,18096,2:24,0,,1,2026-08-08
2023-12-14,20232024,regular,Columbus Blue Jackets,CBJ,6,Toronto Maple Leafs,TOR,5,OT,18338,2:39,0,,1,2026-08-08
2023-12-14,20232024,regular,Florida Panthers,FLA,0,Vancouver Canucks,VAN,4,,18873,2:19,0,,1,2026-08-08
2023-12-15,20232024,regular,San Jose Sharks,SJ,0,Arizona Coyotes,UTA,1,,4600,2:33,0,,1,2026-08-08
2023-12-15,20232024,regular,Nashville Predators,NAS,6,Carolina Hurricanes,CAR,5,OT,18770,2:32,0,,1,2026-08-08
2023-12-15,20232024,regular,Ottawa Senators,OTT,4,Dallas Stars,DAL,5,,18532,2:32,0,,1,2026-08-08
2023-12-15,20232024,regular,Boston Bruins,BOS,5,New York Islanders,NYI,4,SO,17255,2:54,0,,1,2026-08-08
2023-12-15,20232024,regular,Anaheim Ducks,ANA,1,New York Rangers,NYR,5,,18006,2:34,0,,1,2026-08-08
2023-12-15,20232024,regular,Buffalo Sabres,BUF,5,Vegas Golden Knights,VEG,2,,18008,2:27,0,,1,2026-08-08
2023-12-16,20232024,regular,Buffalo Sabres,BUF,0,Arizona Coyotes,UTA,2,,4600,2:11,0,,1,2026-08-08
2023-12-16,20232024,regular,New York Rangers,NYR,2,Boston Bruins,BOS,1,OT,17850,2:35,0,,1,2026-08-08
2023-12-16,20232024,regular,Tampa Bay Lightning,TB,2,Calgary Flames,CGY,4,,16801,2:27,0,,1,2026-08-08
2023-12-16,20232024,regular,New Jersey Devils,NJ,6,Columbus Blue Jackets,CBJ,3,,18172,2:24,0,,1,2026-08-08
2023-12-16,20232024,regular,Florida Panthers,FLA,5,Edmonton Oilers,EDM,1,,18347,2:34,0,,1,2026-08-08
2023-12-16,20232024,regular,Vancouver Canucks,VAN,1,Minnesota Wild,MIN,2,SO,18519,2:39,0,,1,2026-08-08
2023-12-16,20232024,regular,New York Islanders,NYI,3,Montreal Canadiens,MON,5,,21105,2:23,0,,1,2026-08-08
2023-12-16,20232024,regular,Washington Capitals,WAS,1,Nashville Predators,NAS,3,,17267,2:20,0,,1,2026-08-08
2023-12-16,20232024,regular,Detroit Red Wings,DET,0,Philadelphia Flyers,PHI,1,,18341,2:31,0,,1,2026-08-08
2023-12-16,20232024,regular,Los Angeles Kings,LA,3,Seattle Kraken,SEA,2,SO,17151,2:42,0,,1,2026-08-08
2023-12-16,20232024,regular,Dallas Stars,DAL,3,St. Louis Blues,STL,4,OT,18096,2:32,0,,1,2026-08-08
2023-12-16,20232024,regular,Pittsburgh Penguins,PIT,0,Toronto Maple Leafs,TOR,7,,18921,2:30,0,,1,2026-08-08
2023-12-16,20232024,regular,Colorado Avalanche,COL,2,Winnipeg Jets,WPG,6,,13515,2:20,0,,1,2026-08-08
2023-12-17,20232024,regular,Washington Capitals,WAS,2,Carolina Hurricanes,CAR,1,SO,18700,2:44,0,,1,2026-08-08
2023-12-17,20232024,regular,Vancouver Canucks,VAN,4,Chicago Blackhawks,CHI,3,,19302,2:19,0,,1,2026-08-08
2023-12-17,20232024,regular,San Jose Sharks,SJ,2,Colorado Avalanche,COL,6,,18093,2:29,0,,1,2026-08-08
2023-12-17,20232024,regular,Anaheim Ducks,ANA,5,New Jersey Devils,NJ,1,,16514,2:25,0,,1,2026-08-08
2023-12-17,20232024,regular,Ottawa Senators,OTT,3,Vegas Golden Knights,VEG,6,,17892,2:30,0,,1,2026-08-08
2023-12-18,20232024,regular,Florida Panthers,FLA,1,Calgary Flames,CGY,3,,16813,2:27,0,,1,2026-08-08
2023-12-18,20232024,regular,Seattle Kraken,SEA,3,Dallas Stars,DAL,4,OT,18532,2:32,0,,1,2026-08-08
2023-12-18,20232024,regular,Anaheim Ducks,ANA,4,Detroit Red Wings,DET,3,,19515,2:33,0,,1,2026-08-08
2023-12-18,20232024,regular,Minnesota Wild,MIN,3,Pittsburgh Penguins,PIT,4,,18200,2:32,0,,1,2026-08-08
2023-12-18,20232024,regular,Montreal Canadiens,MON,3,Winnipeg Jets,WPG,2,OT,13363,2:29,0,,1,2026-08-08
2023-12-19,20232024,regular,Ottawa Senators,OTT,3,Arizona Coyotes,UTA,4,,4600,2:30,0,,1,2026-08-08
2023-12-19,20232024,regular,Minnesota Wild,MIN,4,Boston Bruins,BOS,3,OT,17850,2:36,0,,1,2026-08-08
2023-12-19,20232024,regular,Columbus Blue Jackets,CBJ,9,Buffalo Sabres,BUF,4,,14888,2:25,0,,1,2026-08-08
2023-12-19,20232024,regular,Vegas Golden Knights,VEG,3,Carolina Hurricanes,CAR,6,,18848,2:32,0,,1,2026-08-08
2023-12-19,20232024,regular,Colorado Avalanche,COL,2,Chicago Blackhawks,CHI,3,,19719,2:24,0,,1,2026-08-08
2023-12-19,20232024,regular,Vancouver Canucks,VAN,5,Nashville Predators,NAS,2,,17159,2:22,0,,1,2026-08-08
2023-12-19,20232024,regular,Philadelphia Flyers,PHI,3,New Jersey Devils,NJ,2,OT,16514,2:26,0,,1,2026-08-08
2023-12-19,20232024,regular,Edmonton Oilers,EDM,1,New York Islanders,NYI,3,,16523,2:17,0,,1,2026-08-08
2023-12-19,20232024,regular,Los Angeles Kings,LA,4,San Jose Sharks,SJ,1,,11593,2:23,0,,1,2026-08-08
2023-12-19,20232024,regular,St. Louis Blues,STL,1,Tampa Bay Lightning,TB,6,,19092,2:22,0,,1,2026-08-08
2023-12-19,20232024,regular,New York Rangers,NYR,5,Toronto Maple Leafs,TOR,2,,19264,2:22,0,,1,2026-08-08
2023-12-20,20232024,regular,Seattle Kraken,SEA,2,Los Angeles Kings,LA,1,,18145,2:28,0,,1,2026-08-08
2023-12-20,20232024,regular,New York Islanders,NYI,2,Washington Capitals,WAS,3,OT,18573,2:24,0,,1,2026-08-08
2023-12-20,20232024,regular,Detroit Red Wings,DET,2,Winnipeg Jets,WPG,5,,12571,2:26,0,,1,2026-08-08
2023-12-21,20232024,regular,Calgary Flames,CGY,3,Anaheim Ducks,ANA,0,,16102,2:25,0,,1,2026-08-08
2023-12-21,20232024,regular,Toronto Maple Leafs,TOR,3,Buffalo Sabres,BUF,9,,19070,2:22,0,,1,2026-08-08
2023-12-21,20232024,regular,Ottawa Senators,OTT,4,Colorado Avalanche,COL,6,,18107,2:39,0,,1,2026-08-08
2023-12-21,20232024,regular,Washington Capitals,WAS,3,Columbus Blue Jackets,CBJ,2,OT,18172,2:32,0,,1,2026-08-08
2023-12-21,20232024,regular,Vancouver Canucks,VAN,3,Dallas Stars,DAL,4,OT,18532,2:32,0,,1,2026-08-08
2023-12-21,20232024,regular,St. Louis Blues,STL,4,Florida Panthers,FLA,1,,18753,2:29,0,,1,2026-08-08
2023-12-21,20232024,regular,Montreal Canadiens,MON,3,Minnesota Wild,MIN,4,OT,18387,2:38,0,,1,2026-08-08
2023-12-21,20232024,regular,Edmonton Oilers,EDM,6,New Jersey Devils,NJ,3,,16514,2:26,0,,1,2026-08-08
2023-12-21,20232024,regular,Nashville Predators,NAS,4,Philadelphia Flyers,PHI,2,,19313,2:33,0,,1,2026-08-08
2023-12-21,20232024,regular,Carolina Hurricanes,CAR,1,Pittsburgh Penguins,PIT,2,SO,18267,2:37,0,,1,2026-08-08
2023-12-21,20232024,regular,Arizona Coyotes,UTA,5,San Jose Sharks,SJ,2,,17435,2:26,0,,1,2026-08-08
2023-12-21,20232024,regular,Vegas Golden Knights,VEG,4,Tampa Bay Lightning,TB,5,,19092,2:35,0,,1,2026-08-08
2023-12-22,20232024,regular,Montreal Canadiens,MON,5,Chicago Blackhawks,CHI,2,,20340,2:25,0,,1,2026-08-08
2023-12-22,20232024,regular,Philadelphia Flyers,PHI,6,Detroit Red Wings,DET,7,SO,19515,2:50,0,,1,2026-08-08
2023-12-22,20232024,regular,Edmonton Oilers,EDM,4,New York Rangers,NYR,3,,18006,2:29,0,,1,2026-08-08
2023-12-22,20232024,regular,Boston Bruins,BOS,1,Winnipeg Jets,WPG,5,,14405,2:34,0,,1,2026-08-08
2023-12-23,20232024,regular,Seattle Kraken,SEA,3,Anaheim Ducks,ANA,2,,14608,2:28,0,,1,2026-08-08
2023-12-23,20232024,regular,New York Islanders,NYI,5,Carolina Hurricanes,CAR,4,,18921,2:31,0,,1,2026-08-08
2023-12-23,20232024,regular,Arizona Coyotes,UTA,1,Colorado Avalanche,COL,4,,18117,2:21,0,,1,2026-08-08
2023-12-23,20232024,regular,Toronto Maple Leafs,TOR,4,Columbus Blue Jackets,CBJ,1,,17806,2:24,0,,1,2026-08-08
2023-12-23,20232024,regular,Vegas Golden Knights,VEG,2,Florida Panthers,FLA,4,,19364,2:37,0,,1,2026-08-08
2023-12-23,20232024,regular,Calgary Flames,CGY,3,Los Angeles Kings,LA,5,,18145,2:35,0,,1,2026-08-08
2023-12-23,20232024,regular,Boston Bruins,BOS,2,Minnesota Wild,MIN,3,,19183,2:33,0,,1,2026-08-08
2023-12-23,20232024,regular,Dallas Stars,DAL,3,Nashville Predators,NAS,2,,17159,2:28,0,,1,2026-08-08
2023-12-23,20232024,regular,Detroit Red Wings,DET,2,New Jersey Devils,NJ,3,,16514,2:31,0,,1,2026-08-08
2023-12-23,20232024,regular,Buffalo Sabres,BUF,3,New York Rangers,NYR,4,OT,18006,2:36,0,,1,2026-08-08
2023-12-23,20232024,regular,Pittsburgh Penguins,PIT,4,Ottawa Senators,OTT,5,OT,19286,2:34,0,,1,2026-08-08
2023-12-23,20232024,regular,Chicago Blackhawks,CHI,5,St. Louis Blues,STL,7,,18096,2:27,0,,1,2026-08-08
2023-12-23,20232024,regular,San Jose Sharks,SJ,4,Vancouver Canucks,VAN,7,,18875,2:32,0,,1,2026-08-08
2023-12-23,20232024,regular,Tampa Bay Lightning,TB,2,Washington Capitals,WAS,1,SO,18573,2:37,0,,1,2026-08-08
2023-12-27,20232024,regular,Vegas Golden Knights,VEG,2,Anaheim Ducks,ANA,5,,15109,2:19,0,,1,2026-08-08
2023-12-27,20232024,regular,Colorado Avalanche,COL,4,Arizona Coyotes,UTA,5,OT,4600,2:30,0,,1,2026-08-08
2023-12-27,20232024,regular,Boston Bruins,BOS,4,Buffalo Sabres,BUF,1,,19070,2:31,0,,1,2026-08-08
2023-12-27,20232024,regular,Seattle Kraken,SEA,2,Calgary Flames,CGY,1,,18881,2:23,0,,1,2026-08-08
2023-12-27,20232024,regular,Winnipeg Jets,WPG,1,Chicago Blackhawks,CHI,2,OT,20540,2:27,0,,1,2026-08-08
2023-12-27,20232024,regular,San Jose Sharks,SJ,1,Los Angeles Kings,LA,5,,18145,2:25,0,,1,2026-08-08
2023-12-27,20232024,regular,Detroit Red Wings,DET,3,Minnesota Wild,MIN,6,,19105,2:23,0,,1,2026-08-08
2023-12-27,20232024,regular,Carolina Hurricanes,CAR,5,Nashville Predators,NAS,2,,17846,2:32,0,,1,2026-08-08
2023-12-27,20232024,regular,Columbus Blue Jackets,CBJ,3,New Jersey Devils,NJ,4,OT,16514,2:30,0,,1,2026-08-08
2023-12-27,20232024,regular,Pittsburgh Penguins,PIT,7,New York Islanders,NYI,0,,17255,2:30,0,,1,2026-08-08
2023-12-27,20232024,regular,Washington Capitals,WAS,1,New York Rangers,NYR,5,,18006,2:19,0,,1,2026-08-08
2023-12-27,20232024,regular,Dallas Stars,DAL,1,St. Louis Blues,STL,2,,18096,2:24,0,,1,2026-08-08
2023-12-27,20232024,regular,Florida Panthers,FLA,3,Tampa Bay Lightning,TB,2,,19092,2:28,0,,1,2026-08-08
2023-12-27,20232024,regular,Ottawa Senators,OTT,4,Toronto Maple Leafs,TOR,2,,19261,2:30,0,,1,2026-08-08
2023-12-28,20232024,regular,Montreal Canadiens,MON,3,Carolina Hurricanes,CAR,5,,18969,2:38,0,,1,2026-08-08
2023-12-28,20232024,regular,Edmonton Oilers,EDM,5,San Jose Sharks,SJ,0,,17435,2:20,0,,1,2026-08-08
2023-12-28,20232024,regular,Philadelphia Flyers,PHI,4,Vancouver Canucks,VAN,1,,18986,2:27,0,,1,2026-08-08
2023-12-28,20232024,regular,Los Angeles Kings,LA,2,Vegas Golden Knights,VEG,3,,18595,2:28,0,,1,2026-08-08
2023-12-29,20232024,regular,Arizona Coyotes,UTA,2,Anaheim Ducks,ANA,0,,16052,2:35,0,,1,2026-08-08
2023-12-29,20232024,regular,Toronto Maple Leafs,TOR,5,Columbus Blue Jackets,CBJ,6,OT,18516,2:37,0,,1,2026-08-08
2023-12-29,20232024,regular,Chicago Blackhawks,CHI,4,Dallas Stars,DAL,5,OT,18532,2:33,0,,1,2026-08-08
2023-12-29,20232024,regular,Nashville Predators,NAS,4,Detroit Red Wings,DET,5,OT,19515,2:36,0,,1,2026-08-08
2023-12-29,20232024,regular,New York Rangers,NYR,3,Florida Panthers,FLA,4,,19723,2:34,0,,1,2026-08-08
2023-12-29,20232024,regular,Washington Capitals,WAS,1,New York Islanders,NYI,5,,17255,2:23,0,,1,2026-08-08
2023-12-29,20232024,regular,New Jersey Devils,NJ,6,Ottawa Senators,OTT,2,,20022,2:22,0,,1,2026-08-08
2023-12-29,20232024,regular,Philadelphia Flyers,PHI,1,Seattle Kraken,SEA,2,OT,17151,2:26,0,,1,2026-08-08
2023-12-29,20232024,regular,Colorado Avalanche,COL,2,St. Louis Blues,STL,1,,18096,2:23,0,,1,2026-08-08
2023-12-30,20232024,regular,New Jersey Devils,NJ,2,Boston Bruins,BOS,5,,17850,2:27,0,,1,2026-08-08
2023-12-30,20232024,regular,Columbus Blue Jackets,CBJ,2,Buffalo Sabres,BUF,3,OT,19070,2:21,0,,1,2026-08-08
2023-12-30,20232024,regular,Montreal Canadiens,MON,1,Florida Panthers,FLA,4,,19663,2:24,0,,1,2026-08-08
2023-12-30,20232024,regular,Edmonton Oilers,EDM,3,Los Angeles Kings,LA,2,SO,18145,2:39,0,,1,2026-08-08
2023-12-30,20232024,regular,St. Louis Blues,STL,2,Pittsburgh Penguins,PIT,4,,18321,2:27,0,,1,2026-08-08
2023-12-30,20232024,regular,New York Rangers,NYR,5,Tampa Bay Lightning,TB,1,,19092,2:35,0,,1,2026-08-08
2023-12-30,20232024,regular,Carolina Hurricanes,CAR,3,Toronto Maple Leafs,TOR,2,,18974,2:31,0,,1,2026-08-08
2023-12-30,20232024,regular,Nashville Predators,NAS,3,Washington Capitals,WAS,2,SO,18573,2:45,0,,1,2026-08-08
2023-12-30,20232024,regular,Minnesota Wild,MIN,2,Winnipeg Jets,WPG,4,,15225,2:25,0,,1,2026-08-08
2023-12-31,20232024,regular,Edmonton Oilers,EDM,7,Anaheim Ducks,ANA,2,,16041,2:25,0,,1,2026-08-08
2023-12-31,20232024,regular,Philadelphia Flyers,PHI,3,Calgary Flames,CGY,4,,18723,2:28,0,,1,2026-08-08
2023-12-31,20232024,regular,San Jose Sharks,SJ,1,Colorado Avalanche,COL,3,,18140,2:38,0,,1,2026-08-08
2023-12-31,20232024,regular,Chicago Blackhawks,CHI,1,Dallas Stars,DAL,8,,18532,2:25,0,,1,2026-08-08
2023-12-31,20232024,regular,Boston Bruins,BOS,5,Detroit Red Wings,DET,3,,19515,2:37,0,,1,2026-08-08
2023-12-31,20232024,regular,Winnipeg Jets,WPG,3,Minnesota Wild,MIN,2,,19129,2:28,0,,1,2026-08-08
2023-12-31,20232024,regular,Buffalo Sabres,BUF,1,Ottawa Senators,OTT,5,,19421,2:31,0,,1,2026-08-08
2023-12-31,20232024,regular,New York Islanders,NYI,1,Pittsburgh Penguins,PIT,3,,18216,2:37,0,,1,2026-08-08
2023-12-31,20232024,regular,Montreal Canadiens,MON,3,Tampa Bay Lightning,TB,4,,19092,2:33,0,,1,2026-08-08
2024-01-01,20232024,regular,Vegas Golden Knights,VEG,0,Seattle Kraken,SEA,3,,47313,2:35,1,"at T-Mobile Park (Seattle, WA)",1,2026-08-08
2024-01-02,20232024,regular,Florida Panthers,FLA,4,Arizona Coyotes,UTA,1,,4600,2:35,0,,1,2026-08-08
2024-01-02,20232024,regular,New York Islanders,NYI,4,Colorado Avalanche,COL,5,OT,18121,2:31,0,,1,2026-08-08
2024-01-02,20232024,regular,Boston Bruins,BOS,4,Columbus Blue Jackets,CBJ,1,,18262,2:27,0,,1,2026-08-08
2024-01-02,20232024,regular,Montreal Canadiens,MON,4,Dallas Stars,DAL,3,,18532,2:24,0,,1,2026-08-08
2024-01-02,20232024,regular,Philadelphia Flyers,PHI,2,Edmonton Oilers,EDM,5,,18347,2:19,0,,1,2026-08-08
2024-01-02,20232024,regular,Toronto Maple Leafs,TOR,3,Los Angeles Kings,LA,0,,18145,2:33,0,,1,2026-08-08
2024-01-02,20232024,regular,Calgary Flames,CGY,3,Minnesota Wild,MIN,1,,18456,2:21,0,,1,2026-08-08
2024-01-02,20232024,regular,Chicago Blackhawks,CHI,0,Nashville Predators,NAS,3,,17363,2:23,0,,1,2026-08-08
2024-01-02,20232024,regular,Carolina Hurricanes,CAR,6,New York Rangers,NYR,1,,18006,2:28,0,,1,2026-08-08
2024-01-02,20232024,regular,Washington Capitals,WAS,4,Pittsburgh Penguins,PIT,3,,18190,2:33,0,,1,2026-08-08
2024-01-02,20232024,regular,Detroit Red Wings,DET,5,San Jose Sharks,SJ,3,,12195,2:34,0,,1,2026-08-08
2024-01-02,20232024,regular,Ottawa Senators,OTT,3,Vancouver Canucks,VAN,6,,18810,2:22,0,,1,2026-08-08
2024-01-02,20232024,regular,Tampa Bay Lightning,TB,2,Winnipeg Jets,WPG,4,,14157,2:20,0,,1,2026-08-08
2024-01-03,20232024,regular,Toronto Maple Leafs,TOR,2,Anaheim Ducks,ANA,1,OT,16135,2:42,0,,1,2026-08-08
2024-01-03,20232024,regular,New Jersey Devils,NJ,6,Washington Capitals,WAS,3,,17156,2:34,0,,1,2026-08-08
2024-01-04,20232024,regular,New York Islanders,NYI,5,Arizona Coyotes,UTA,1,,4600,2:21,0,,1,2026-08-08
2024-01-04,20232024,regular,Pittsburgh Penguins,PIT,6,Boston Bruins,BOS,5,,17850,2:35,0,,1,2026-08-08
2024-01-04,20232024,regular,Colorado Avalanche,COL,5,Dallas Stars,DAL,4,OT,18532,2:38,0,,1,2026-08-08
2024-01-04,20232024,regular,Detroit Red Wings,DET,4,Los Angeles Kings,LA,3,SO,18145,2:34,0,,1,2026-08-08
2024-01-04,20232024,regular,Tampa Bay Lightning,TB,4,Minnesota Wild,MIN,1,,18689,2:25,0,,1,2026-08-08
2024-01-04,20232024,regular,Buffalo Sabres,BUF,6,Montreal Canadiens,MON,1,,21105,2:35,0,,1,2026-08-08
2024-01-04,20232024,regular,Calgary Flames,CGY,6,Nashville Predators,NAS,3,,17203,2:37,0,,1,2026-08-08
2024-01-04,20232024,regular,Chicago Blackhawks,CHI,1,New York Rangers,NYR,4,,18006,2:22,0,,1,2026-08-08
2024-01-04,20232024,regular,Columbus Blue Jackets,CBJ,3,Philadelphia Flyers,PHI,2,SO,17510,2:39,0,,1,2026-08-08
2024-01-04,20232024,regular,Winnipeg Jets,WPG,2,San Jose Sharks,SJ,1,,10521,2:16,0,,1,2026-08-08
2024-01-04,20232024,regular,Ottawa Senators,OTT,1,Seattle Kraken,SEA,4,,17151,2:20,0,,1,2026-08-08
2024-01-04,20232024,regular,Vancouver Canucks,VAN,1,St. Louis Blues,STL,2,,18096,2:23,0,,1,2026-08-08
2024-01-04,20232024,regular,Florida Panthers,FLA,4,Vegas Golden Knights,VEG,1,,18044,2:38,0,,1,2026-08-08
2024-01-05,20232024,regular,Winnipeg Jets,WPG,3,Anaheim Ducks,ANA,1,,13883,2:24,0,,1,2026-08-08
2024-01-05,20232024,regular,Chicago Blackhawks,CHI,2,New Jersey Devils,NJ,4,,16514,2:32,0,,1,2026-08-08
2024-01-05,20232024,regular,Carolina Hurricanes,CAR,6,Washington Capitals,WAS,2,,18573,2:32,0,,1,2026-08-08
2024-01-06,20232024,regular,Tampa Bay Lightning,TB,3,Boston Bruins,BOS,7,,17850,2:28,0,,1,2026-08-08
2024-01-06,20232024,regular,St. Louis Blues,STL,2,Carolina Hurricanes,CAR,1,SO,18903,2:36,0,,1,2026-08-08
2024-01-06,20232024,regular,Florida Panthers,FLA,8,Colorado Avalanche,COL,4,,18132,2:32,0,,1,2026-08-08
2024-01-06,20232024,regular,Minnesota Wild,MIN,4,Columbus Blue Jackets,CBJ,3,OT,18771,2:41,0,,1,2026-08-08
2024-01-06,20232024,regular,Nashville Predators,NAS,4,Dallas Stars,DAL,3,,18532,2:30,0,,1,2026-08-08
2024-01-06,20232024,regular,Ottawa Senators,OTT,1,Edmonton Oilers,EDM,3,,18347,2:27,0,,1,2026-08-08
2024-01-06,20232024,regular,New York Rangers,NYR,3,Montreal Canadiens,MON,4,SO,21105,2:34,0,,1,2026-08-08
2024-01-06,20232024,regular,Vancouver Canucks,VAN,6,New Jersey Devils,NJ,4,,16157,2:36,0,,1,2026-08-08
2024-01-06,20232024,regular,Calgary Flames,CGY,2,Philadelphia Flyers,PHI,3,,19715,2:37,0,,1,2026-08-08
2024-01-06,20232024,regular,Buffalo Sabres,BUF,3,Pittsburgh Penguins,PIT,1,,18256,2:30,0,,1,2026-08-08
2024-01-06,20232024,regular,Toronto Maple Leafs,TOR,4,San Jose Sharks,SJ,1,,17435,2:24,0,,1,2026-08-08
2024-01-06,20232024,regular,New York Islanders,NYI,2,Vegas Golden Knights,VEG,5,,18312,2:33,0,,1,2026-08-08
2024-01-07,20232024,regular,Detroit Red Wings,DET,3,Anaheim Ducks,ANA,2,,17174,2:29,0,,1,2026-08-08
2024-01-07,20232024,regular,Winnipeg Jets,WPG,6,Arizona Coyotes,UTA,2,,4600,2:29,0,,1,2026-08-08
2024-01-07,20232024,regular,Calgary Flames,CGY,3,Chicago Blackhawks,CHI,4,,19907,2:33,0,,1,2026-08-08
2024-01-07,20232024,regular,Los Angeles Kings,LA,3,Washington Capitals,WAS,4,,18573,2:26,0,,1,2026-08-08
2024-01-08,20232024,regular,Boston Bruins,BOS,3,Colorado Avalanche,COL,4,SO,18050,2:56,0,,1,2026-08-08
2024-01-08,20232024,regular,Dallas Stars,DAL,4,Minnesota Wild,MIN,0,,18087,2:33,0,,1,2026-08-08
2024-01-08,20232024,regular,Vancouver Canucks,VAN,6,New York Rangers,NYR,3,,18006,2:28,0,,1,2026-08-08
2024-01-08,20232024,regular,Pittsburgh Penguins,PIT,4,Philadelphia Flyers,PHI,1,,18279,2:36,0,,1,2026-08-08
2024-01-09,20232024,regular,Boston Bruins,BOS,3,Arizona Coyotes,UTA,4,OT,4600,2:48,0,,1,2026-08-08
2024-01-09,20232024,regular,Seattle Kraken,SEA,5,Buffalo Sabres,BUF,2,,14628,2:19,0,,1,2026-08-08
2024-01-09,20232024,regular,Ottawa Senators,OTT,3,Calgary Flames,CGY,6,,17219,2:30,0,,1,2026-08-08
2024-01-09,20232024,regular,Edmonton Oilers,EDM,2,Chicago Blackhawks,CHI,1,,19756,2:30,0,,1,2026-08-08
2024-01-09,20232024,regular,Anaheim Ducks,ANA,5,Nashville Predators,NAS,3,,17159,2:33,0,,1,2026-08-08
2024-01-09,20232024,regular,Vancouver Canucks,VAN,5,New York Islanders,NYI,2,,15690,2:20,0,,1,2026-08-08
2024-01-09,20232024,regular,Florida Panthers,FLA,5,St. Louis Blues,STL,1,,18096,2:25,0,,1,2026-08-08
2024-01-09,20232024,regular,Los Angeles Kings,LA,2,Tampa Bay Lightning,TB,3,OT,19092,2:30,0,,1,2026-08-08
2024-01-09,20232024,regular,San Jose Sharks,SJ,1,Toronto Maple Leafs,TOR,7,,18364,2:28,0,,1,2026-08-08
2024-01-09,20232024,regular,Columbus Blue Jackets,CBJ,0,Winnipeg Jets,WPG,5,,12512,2:23,0,,1,2026-08-08
2024-01-10,20232024,regular,Vegas Golden Knights,VEG,0,Colorado Avalanche,COL,3,,18039,2:24,0,,1,2026-08-08
2024-01-10,20232024,regular,Minnesota Wild,MIN,2,Dallas Stars,DAL,7,,18532,2:31,0,,1,2026-08-08
2024-01-10,20232024,regular,Montreal Canadiens,MON,2,Philadelphia Flyers,PHI,3,SO,18238,2:38,0,,1,2026-08-08
2024-01-11,20232024,regular,Calgary Flames,CGY,6,Arizona Coyotes,UTA,2,,4600,2:23,0,,1,2026-08-08
2024-01-11,20232024,regular,Ottawa Senators,OTT,3,Buffalo Sabres,BUF,5,,16083,2:25,0,,1,2026-08-08
2024-01-11,20232024,regular,Anaheim Ducks,ANA,3,Carolina Hurricanes,CAR,6,,18748,2:34,0,,1,2026-08-08
2024-01-11,20232024,regular,Edmonton Oilers,EDM,3,Detroit Red Wings,DET,2,OT,19515,2:32,0,,1,2026-08-08
2024-01-11,20232024,regular,Los Angeles Kings,LA,2,Florida Panthers,FLA,3,OT,18616,2:43,0,,1,2026-08-08
2024-01-11,20232024,regular,San Jose Sharks,SJ,3,Montreal Canadiens,MON,2,,21105,2:30,0,,1,2026-08-08
2024-01-11,20232024,regular,Toronto Maple Leafs,TOR,3,New York Islanders,NYI,4,OT,17255,2:25,0,,1,2026-08-08
2024-01-11,20232024,regular,Vancouver Canucks,VAN,4,Pittsburgh Penguins,PIT,3,OT,18190,2:32,0,,1,2026-08-08
2024-01-11,20232024,regular,New York Rangers,NYR,2,St. Louis Blues,STL,5,,18096,2:20,0,,1,2026-08-08
2024-01-11,20232024,regular,New Jersey Devils,NJ,3,Tampa Bay Lightning,TB,4,OT,19092,2:34,0,,1,2026-08-08
2024-01-11,20232024,regular,Boston Bruins,BOS,1,Vegas Golden Knights,VEG,2,OT,18209,2:30,0,,1,2026-08-08
2024-01-11,20232024,regular,Seattle Kraken,SEA,4,Washington Capitals,WAS,1,,17935,2:22,0,,1,2026-08-08
2024-01-11,20232024,regular,Chicago Blackhawks,CHI,1,Winnipeg Jets,WPG,2,,15225,2:16,0,,1,2026-08-08
2024-01-12,20232024,regular,Nashville Predators,NAS,6,Dallas Stars,DAL,3,,18532,2:29,0,,1,2026-08-08
